,id,input,highlights,,,,,,,,,,,,,,,,
9190,8b07c4b03f421f31779d5f430a4a0e6cdd3ef492,"Bayern Munich holding midfielder Bastian Schweinsteiger is doubtful for their German Cup quarter-final against Bayer Leverkusen on Wednesday after picking up an ankle injury. Schweinsteiger limped off with an ankle problem in their 1-0 victory over Borussia Dortmund in the Bundesliga on Saturday but Bayern said it was not too serious after early concerns for a player ravaged by injuries. 'He luckily did not suffer any serious injury on Saturday but his ankle is still a bit of a problem. Schweinsteiger did not train on Monday. His participation on Wednesday is in doubt,' the club said. Bastian Schweinsteiger suffered an ankle injury during Bayern Munich's weekend win over Dortmund . Schweinsteiger will miss Bayern's German Cup quarter-final against Bayer Leverkusen on Wednesday . Bayern said that Schweinsteiger's injury wasn't serious but he will miss the Cup tie on Wednesday . The Germany captain missed the opening four months of the season with a knee injury, only making his first start in December. Bayern, chasing a repeat of their 2013 treble-winning season, saw their injury list grow even longer on Monday with reserve goalkeeper Tom Starke ruled out for four weeks after suffering an ankle ligament tear in training. Bayern's players celebrate in front of their fans at Signal Iduna Park after their 1-0 win . Robert Lewandowski heads home the winner against his former club on Saturday night . The Bavarians, top of the league and through to the Champions League last eight where they face Porto later this month, are already without top scorer Arjen Robben, David Alaba, Holger Badstuber and Franck Ribery. Ribery, on his way back from an ankle injury, also missed training on Monday.","Schweinsteiger will miss DFB-Pokal tie with Bayer Leverkusen .
Germany captain suffered ankle injury in 1-0 win over Borussia Dortmund .
Bayern confirmed the injury wasn't serious but he didn't train on Monday .
Reserve goalkeeper Tom Starke ruled out for four weeks .
Arjen Robben and Franck Ribery are also on the Bayern injury list .",,,,,,,,,,,,,,,,
3003,bf51d9000f7e00bbc02bf4f291c02df9c3faffbd,"Incumbent Chicago Mayor Rahm Emanuel celebrated Tuesday night a hard-fought victory in a tense run-off race against challenger Jesus 'Chuy' Garcia. Emanuel, a former White House chief of staff notorious for his brusque management style, was forced to campaign furiously across the city to beat Cook County Commissioner Garcia after failing to capture a majority against four other candidates in a February election. The mayoral runoff was the first since the city changed the way it conducts elections about 20 years ago. Scroll down for video . Four more years: Chicago Mayor Rahm Emanuel celebrates a victorious election night at Plumbers Local 130 Union Hall, Tuesday, April 7 . Celebratory smooch: Mayor Emanuel exchanged a kiss with his wife, Amy Rule, as Chicago's first couple reveled in the runoff win . Second City's first family: Emanuel was joined on stage by his family, including (L to R), daughter Leah, wife Amy and son Zachariah . Rahm's entourage: Mayor Emanuel's brothers Ari, left, and Ezekiel Emanuel, smile as they celebrate his victory . 'To all the voters I want to thank you for putting me through my paces,' an elated Emanuel told supporters Tuesday night. 'I will be a better mayor because of that. I will carry your voices, your concerns into ... the mayor's office.' The 55-year-old mayor ascended the stage at Plumbers Local 130 Union Hall Tuesday night to the sounds of U2's Beautiful Day, accompanied by his wife, Amy Rule, their children and Emanuel's brothers, high-powered Hollywood agent Ari Emanuel and prominent bioethicist Ezekiel Emanuel. With nearly all voting precincts reporting results, Emanuel had about 56 per cent of the vote compared to around 44 per cent for his opponent. 'To all the little boys and girls watching: We didn't lose today, we tried,' Garcia told his supporters gathered at the University of Illinois at Chicago. 'We fought hard for what we believed in. You don't succeed at this or anything else unless you try.' Garcia said he had called Emanuel to concede. The incumbent highlighted tough decisions he's made since succeeding former Mayor Richard M. Daley in 2011, but admitted that his management approach too often rubbed city residents the wrong way. He portrayed Garcia as too inexperienced to handle the city's financial crunch. Gracious: An elated Emanuel thanked voter for putting him through his paces and said he will be a better mayor because of it . All smiles: Mayor Emanuel's supporters were out in full force Tuesday night to celebrate his victory in the runoff . Sizable victory: With nearly all voting precincts reporting results, Emanuel had about 56 per cent of the vote compared to around 44 percent for his opponent . Many of those heading to the polls Tuesday said the election should be a signal. 'Hopefully he [Emanuel] takes heed of the runoff when he should have been a shoo-in,' said Richard Rowe, a 50-year-old, who planned to vote for the incumbent. Jesus Fernandez, a 44-year-old window washer who voted for Garcia, had the same view. 'If he [Garcia] gets close, we might push Rahm to do something,' Fernandez said. 'At least we push him a little bit.' Emanuel raised far more money than Garcia, plastered the airwaves with ads and had support from his former boss, President Obama, who cast an early ballot for him from Washington. The mayor faces huge obstacles in his second term, from fixing the worst-funded pension systems of any big US city to stemming stubborn violence and confronting labor unions that just spent millions trying to defeat him. Chicago's four pension systems are about $20billion in debt, and the fund for Chicago Public Schools teachers is short about $7billion of what's needed to pay benefits as promised. The Rev. Jesse Jackson, Sr. waits backstage before Cook County Commissioner Jesus 'Chuy' Garcia gives his concession speech during an election night event at the University of Illinois . Failed bid: Chicago mayoral candidate Jesus 'Chuy' Garcia conceded the runoff election  at the UIC Forum . Garcia told his supporters: 'We didn't lose today, we tried. We fought hard for what we believed in' Garcia's support is seen wiping her eyes while listening to his concession speech Tuesday . If Emanuel can't work a deal with labor unions or get the Illinois Legislature to approve relief, the city is on the hook for an additional $550million payment to the retirement accounts, bringing the total payment to about $1billion. He's said that would be roughly equal to the annual cost of having 4,300 police officers on the street or raising property taxes by 150 percent. Emanuel also must deal with ongoing concerns about crime, one of the areas Garcia hit him on repeatedly during the election. After a spike in homicides early in his first term, the number fell to the lowest level in a half-century though the number of shootings has climbed 12 per cent. 'I'm proud of what we've accomplished in these past four years, but I understand the challenges we face will require me to approach them differently and to work in a different fashion,' Emanuel said. 'The only way to meet these challenges is to bridge the gaps between the things that divide us and start focusing on the things that unite us and bring us together.' Garcia, a former community organizer, alderman and state lawmaker, ran a campaign focused on the city's neighborhoods, with support from teachers and unions upset with Emanuel. Historic election: It was the first runoff race since Chicago switched to non-partisan elections 20 years ago . Tooting her own horn: Ramona Parkman welcomes Mayor Rahm Emanuel to a campaign office Tuesday, April 7, 2015, by blowing a Jewish shofar ram's horn on the south side of Chicago . Tense race: Emanuel, 55, was forced to campaign furiously across the city for the past two months . In this March, 31, 2015 file photo, Emanuel, left, and challenger, Cook County Commissioner Garcia, appear during a televised mayoral debate in Chicago . He accused the mayor of being out of touch with voters and blamed him for the fiscal problems, while playing up the mayor's push to close about 50 schools and a gang violence problem that spiked during Emanuel's first term. He also vowed to end Chicago's troubled red-light camera system, which some residents believe is discriminatory and focuses more on revenue than safety. Election officials said more than 142,300 Chicago voters cast early ballots for the runoff, far outpacing early voting turnout in February and four years ago.","With nearly all voting precincts reporting results, Emanuel had 55.5 per cent of the vote compared to 44.5 per cent for his opponent .
Mayoral candidate Cook County Commissioner Jesus 'Chuy' Garcia said he had called Emanuel to concede .
Mayoral runoff was the first since the city changed the way it conducts elections about 20 years ago .",,,,,,,,,,,,,,,,
1786,476469ad322b867bebce7523324d060e97092a30,"(CNN)I don't always talk about news events with my daughters, but there was something about the story of ESPN reporter Britt McHenry and the wildly offensive way she spoke to that towing company employee that made me bring it up. One of the main things I preach to my girls, ages 7 and 9, is the importance of respecting other people, no matter who you are and what you go on to accomplish. It's something that my husband and I just do -- we show respect to everyone from a taxi driver to a teacher to the President of the United States. Let me say right here that I have lost my cool from time to time, whether it's been a phone call with a credit card company to complain about late fees or an experience of bad service at a restaurant. In those cases, when I feel like I'm going to pop, I keep saying, ""This is unacceptable, This is unacceptable,"" and either hang up in disgust or storm off. (Not perfect ways of handling these incidents, but at no time would I ever think to insult or demean the other person in these situations.) Some of McHenry's comments, such as how she's ""on television,"" imply that she may have the dangerous thinking that she, by dint of her career, education and income, is better than people who don't get paid what she does or have the same kind of career or educational opportunities. McHenry showed that she either forgot those ""golden rule"" lessons from childhood or that she hasn't really lived her life with that mantra. McHenry has since apologized on Twitter, saying she said ""some insulting and regrettable things,"" and that as frustrated as she was during an experience at a towing company in Virginia,  she should ""always choose to be respectful and take the high road."" But it's not clear that apology will satisfy anyone who watched the video of her exchange with the towing company worker. ""I see this Britt McHenry video, and think: it's not just about how a celebrity shouldn't act in public, it's how all of us shouldn't act,"" wrote ""Cait"" on Twitter. Said ""Shannon,"" also on Twittter, ""I had no idea who Britt McHenry was before but ... now I know she's the kind of woman I hope I've taught my daughters not to be."" ""Her language and disdain brings shame on her, her profession, and her employer. People don't all of sudden have such a vile tirade. This comes after years of practice and a pattern of similar behaviors. Let's let her be an example to others,"" wrote C Cooper on a Change.org petition asking McHenry's employers to fire her. The McHenry story seemed to strike a chord in our household because my older daughter asked what was going to happen to her. This morning, I told her McHenry was suspended for a week by ESPN, and that led to another conversation. My kids seemed to get it and many celebrities also seem to remember to ""treat other people the way you would want them to treat you"" even in uncomfortable moments. Celebrity apologies: The good, bad and uncomfortable . So, Britt McHenry, check out these examples of how the rich, famous and powerful handled stressful situations with grace and dignity. After British journalist Katie Hopkins seriously fat-shamed pop music star Kelly Clarkson, saying a host of insulting things about the singer's weight, Clarkson won praise for her graceful response. ""That's because she doesn't know me. I'm awesome. It doesn't bother me. It's a free world. Say what you will. I've just never cared what people think,"" she said. A college baseball player gets suspended for calling Little League baseball phenom Mo'ne Davis a ""slut."" Her response? She emailed Bloomsburg University asking that the college reinstate him. ""Everyone makes mistakes and everyone deserves a second chance,"" Davis, the first girl to earn a win and to pitch a shutout in Little League World Series history, told ESPN. ""... I know right now he's really hurt and I know how hard he worked to get where he is. I mean, I was pretty hurt on my part but I know he's hurting even more."" When an Argentinian journalist wrote an open letter to Pope Francis expressing concern about the pontiff meeting with the country's president ahead of the general election in October and possibly influencing the outcome, what did the Pope do? Well, he picked up the phone and gave the journalist a call. Wish we could have been a fly on the wall for that conversation! The pope appears to have been more than graceful, because after the conversation, the journalist pledged to learn how to pray. When Queen Bey faced immense criticism after allegedly lip-synching the national anthem in honor of President Obama's inauguration in 2013, she didn't come out swinging. Instead, she admitted to singing along with her ""pre-recorded track"" at the inauguration but only after she opened her news conference with what was described as a stirring, a cappella rendition of the national anthem. Finally, Reese Witherspoon may be the closest example for McHenry to consider when it comes to overcoming a very offensive episode. When Witherspoon and her husband were pulled over in 2013 for suspicion of driving under the influence, the Academy Award winning actress was recorded making comments to the officer such as, ""Do you know who I am?"" and ""You're about to find out who I am."" She ultimately issued an apologetic statement, and then went on morning television to apologize some more. ""We went out to dinner in Atlanta, and we had one too many glasses of wine, and we thought we were fine to drive and we absolutely were not,"" she said on ""Good Morning America."" ""It's completely unacceptable, and we are so sorry and embarrassed. We know better, and we shouldn't have done that."" And, she added, ""When a police officer tells you to stay in the car, you stay in the car. I learned that for sure,"" she told the GMA host . Now, did McHenry learn that when a towing company worker or anyone else makes you incredibly angry, you never berate them for their weight, job, appearance and income? Let's hope so. Can you think of other examples where the rich and powerful responded to a stressful situation with grace instead of disrespect? Share your thoughts with Kelly Wallace on Twitter or CNN Living on Facebook.","ESPN reporter Britt McHenry caught on video berating a towing company employee .
CNN's Kelly Wallace used the story as a teachable moment for her daughters .
Wallace: McHenry could learn from other celebrities who responded gracefully in stressful situations .",,,,,,,,,,,,,,,,
5211,417abb61e9c6f845ceb5bd73a63d479c9110d09a,The build-up for the blockbuster fight between Floyd Mayweather and Manny Pacquiao in Las Vegas on May 2 steps up a gear on Tuesday night when the American holds an open workout for the media. The session will be streamed live across the world and you can watch it here from 12am UK (7pm EDT).,"Floyd Mayweather holds an open media workout from 12am UK (7pm EDT)
The American takes on Manny Pacquiao in Las Vegas on May 2 .
Mayweather's training is being streamed live across the world .",,,,,,,,,,,,,,,,
9914,a9df46183d0ebd5e9076f89c815f007623a12273,"The Indiana Pacers' Chris Copeland and his wife were stabbed during an early-morning argument after they left a popular New York club  on Wednesday, according to reports. Copeland, 31, and his wife, Katrine Saltare, 28, were talking in the street just before 4am when a 22-year-old man, Shezoy Bleary, interrupted them,  the New York Post reported. When Copeland, who used to play for the New York Knicks, told the man to back off, the suspect allegedly pulled out a knife and plunged it into the athlete's abdomen and elbow. He then turned on Saltare, stabbing her in the breast, buttocks and arm, sources told the Post. Scroll down for video . Injured: Chris Copeland, a player for the Indiana Pacers, and his wife, Katrine Saltare, pictured, were both stabbed following an argument outside a New York City club early on Wednesday . Cuffed: Pero Antic, who plays for the Atlanta Hawks, was arrested for failing to clear the scene for police and he is seen being escorted out of the 10th Precinct of the NYPD on Wednesday . Arrest: Another Hawks player, Thabo Sefolosha, was also arrested and can be seen leaving the station . A video shared with TMZ shows the victims on the sidewalk as they are attended to by emergency responders. 'We were both stabbed,' Saltare can be heard saying. 'We were attacked out of nowhere by a f***ing black civilian. We have nothing to say. We are scared for our lives!' Another woman, Catherine Somani, 23, was also stabbed in the abdomen as she apparently tried to break up the fight, WABC reported. She knew the attacker. Murdock, from Brooklyn, was arrested at the scene along with two fellow NBA players, Pero Antić and Thabo Sefolosha of the Atlanta Hawks. The players allegedly obstructed the crime scene as police arrived by refusing to get out of the way, according to sources. Authorities recovered a knife from the scene, sources told the New York Daily News. Copeland and his wife were both listed in stable condition at Bellevue Hospital, while Somani was rushed to Lenox Hill Hospital. Their injuries are not thought to be life threatening. Injured: Video by a passerby shows Copeland and his wife on the ground before they were taken to hospital . Scene: The couple was stabbed by a man who interrupted them as they argued outside 1OAK in Chelsea . Bloody scene: After Copeland reportedly told the man to back off, he pulled out a knife and stabbed them . Blood-splattered: A nearby car, which belongs to Copeland, has streaks of blood across it after the attack . Probe: NYPD officers search for evidence outside the 1Oak nightclub in Chelsea in New York City . CBS reported that Copeland underwent surgery on Wednesday morning. 'We are aware that Chris Copeland was injured early this morning in New York City,' Indiana Pacers President Larry Bird said in a statement to DailyMail.com on Wednesday. 'We are still gathering information and will update when we know more. Our thoughts are with Chris and those injured.' The team confirmed that he had suffered a knife wound to his left elbow and abdomen. The fight broke out down the street from 1OAK, a popular Chelsea club where celebrities including Leonardo DiCaprio, Justin Bieber, Miley Cyrus and Lindsay Lohan have been spotted partying. The couple is believed to have only been inside the club briefly. The Hawks and Pacers are both in New York for basketball games. Together: The couple, pictured, was rushed to Bellevue hospital where they are in stable condition . Loved up: The couple are seen in a picture taken after their engagement in September 2013 . Copeland, who is from New Jersey, was supposed to play his former team, the New York Knicks, at Madison Square Garden on Wednesday. He previously played 56 games for the team in his 2012-2013 rookie season. Both Pacers and Knicks fans flocked to social media to wish him a speedy recovery on Wednesday. 'Hope that you and your wife have a speedy recovery,' one fan wrote. 'Once a knick always a knick.' The Hawks will take on the Brooklyn Nets at Barclays Center, but it is not yet clear if the two arrested players will be available to play. 'We are aware of the situation involving Pero Antic and Thabo Sefolosha this morning,' Hawks spokesperson Garin Narain told DailyMail.com on Wednesday. 'We are in the process of gathering more information and will have further comment at the appropriate time.' On the court: Copeland previously played for the New York Knicks (pictured in 2013). He was in New York to take on the team on Wednesday night but was undergoing surgery on Wednesday morning for his wounds . Arrested: Atlanta Hawks' players Thabo Sefolosha, left, and Pero Antić, right, were arrested for allegedly failing to leave the scene when police arrived. All three players were in the city for games on Wednesday .","Chris Copeland and his wife, Katrine Saltare, 28, were talking in the street when a stranger tried to intervene .
The man, Shezoy Bleary, 'pulled out a knife and stabbed Copeland in the abdomen and his wife in the breast, buttocks and arm'
On a video showing the victims being treated in the street, Copeland's wife is heard shouting: 'We were stabbed. We are scared for our lives!'
Two Atlanta Hawks players, Pero Antić and Thabo Sefolosha, were also arrested 'for obstructing police when they arrived'
All three victims are in stable condition in hospital .
Copeland is in town to play his former team, the  Knicks, tonight .",,,,,,,,,,,,,,,,
10914,910dd6b0d02d01aa96d354045bf0797b2bbcee89,"A pensioner has been fitted with a magnetic nose after his own had to be removed when he was diagnosed with a rare cancer. Richard Curry, from Loveclough in Lancashire, was told he had malignant melanoma in his septum, the thin strip which separates the nostrils. He was warned that he would have to have his nose removed to stop the cancer from spreading but could be fitted with a prosthetic. Pensioner Richard Curry, who wears a prosthetic nose attached to his face using magnets, after his own had to be removed when he was diagnosed with cancer . But in order to make sure that the new nose stayed in place, the 71-year-old then had to have magnetic implants inserted into his cheekbones and nasal cavity during a procedure at the Royal Blackburn Hospital. And now Mr Curry has spoken of his shock at how successful the operation has been of keeping his new nose in place. He said: 'Losing my nose was something of a shock but I didn't have much choice because this kind of cancer is one of the most dangerous you can get. The 71-yer-old had a procedure to have metal implants inserted into his cheekbones and nasal cavity in order to hold his prosthetic in place . 'I ws just grateful it was caught in time and removed, and when they mentioned they could attach a new one with magnets, I just thought it was amazing.' Mr Curry's nose was removed in 2013, after he spotted traces of blood in a tissue, and the implants were gradually inserted of the course of the next 12 months. He added: 'In the early days I wasn't quite sure how much adhesive to put on, and my stick-on nose would sometimes fall off in hot weater, for example. 'And there was an incident in Asda which gave the girl on the till a bit of a shock. 'The implants were all ready last September and I was so pleased with the results. 'It's comfortable and it looks good, and I've even still got my sense of smell. 'I just need to get it touched up for colour every now and then, like before going on holiday so it matches my skin.' Mr Curry, a retired civil servant, who lives with his partner James Rogerson now wears his new nose all day but removes it at night when he goes to bed. A check-up last month found no signs of the cancer returning when he met with prosthetist Tony Simpson, maxillofacial surgeon Gary Cousin and ear, nose and throat specialist Paddy Morar. Mr Morar said: 'Cancers of the nose are not that common at all, you probably only get one every three years or so, so this was a very unusual procedure. Mr Curry's prosthetic nose, which is held on by magnets. Specialist Paddy Morar says it is fairly common to use magnets to attach prosthetic ears, but was the first time they had used them to attach a nose . 'Magnets are used quite commonly with prosthetic ears, but this was the first time we had used them to attach a nose. 'Richard couldn't have radiotherapy so it had to be surgery and we were extremely impressed by his attitude throughout, he's a very strong character and a model patient. 'It just shows there is life after this kind of radical surgery.'","Richard Curry, 71, was diagnosed with malignant melanoma in his septum .
Was told he had to have his nose removed to stop the spread of the cancer .
Had magnetic implants inserted into his cheekbones and nasal cavity .
Now wears a prosthetic nose which is attached to his face using magnets .",,,,,,,,,,,,,,,,
10515,9b306791c5c6cfc5cc327ba979e4b36a5d170a08,"The Midwest is bracing itself for worse to come after a monster storm impacted a 1,500-mile arc with 10 reported tornadoes, grapefruit-sized hail and winds of up to 80 mph on Wednesday. The storm system, which stretches from Texas up to the Great Lakes and down to North Carolina, has the potential to be the biggest severe weather event so far this spring, according to The Weather Channel. Hail of up to 4 inches in diameter smashed buildings and cars and high winds tore off roofs and downed trees, as wild weather hit 12 states. Strong storms rumbled through the Southern Plains early on Thursday, missing major population centers but offering a preview of bad weather that could hit Chicago, Detroit and other big cities in the Midwest later in the day. Scroll down for video . A tornado moves into southwestern Kansas bringing high winds and hail: Strong storms rumbled through the Southern Plains early on Thursday, missing major population centers but offering a preview of bad weather that could hit Chicago, Detroit and other big cities in the Midwest later in the day . Derek Smith, 14, from Bonne Terre, looks at the shattered rear window of his mom's car that was busted out by hail slightly smaller than a tennis ball that fell from a storm in downtown Farmington, Mo., on Wednesday . Some of the hail stones were almost the size of tennis balls that fell in downtown Farmington, Mo., on Wednesday . A hail stone slightly smaller than a tennis ball sits on the rear deck of a car after it smashed the rear window of the car in downtown Farmington on Wednesday . Meteorologists and emergency managers from the high Plains to the Appalachians are on alert following the year's first widespread bout of severe weather . The storm system, which stretches from Texas up to the Great Lakes and down to North Carolina, has the potential to be the biggest severe weather event so far this spring, according to The Weather Channel . The Storm Prediction Center said 57 million people lived in an area with an 'enhanced risk' of hail, damaging winds and tornadoes on Thursday. Tornadoes were reported on Wednesday and early Thursday in Kansas, Missouri and Oklahoma, but those areas saw minimal damage. Meteorologists and emergency managers from the high Plains to the Appalachians were on alert as the U.S. had the year's first widespread bout of severe weather. The key message: Have a plan. 'Where to hide, emergency kits with medicines, snacks, water. Even something like sturdy shoes, gloves, long-sleeve shirts. If they get hit by a tornado they'll find they'll need those things pretty quickly,' said meteorologist Erin Maxwell with the National Weather Service in Norman, Oklahoma. 'Know what you're doing, and just don't panic,' Maxwell added. Severe thunderstorms packing 80mph winds and large hail made their way across central Missouri on Wednesday afternoon, including several capable of producing tornadoes. Weather spotters reported a funnel cloud near Potosi in eastern Missouri at 3:35 p.m., while an hour earlier the Bates County emergency manager reported a tornado in southwest Missouri that destroyed a 60-foot machine shop. Indiana State Police said high winds toppled a tractor-trailer on Interstate 69 near Evansville, while utilities reported a number of power outages after wind gusts reached 70 mph. Fewer than 1 million people were covered by Wednesday's 'moderate risk' area between Wichita, Kansas, and Jefferson City, Missouri. Thursday's worst weather was predicted in an area that included Chicago, Detroit and St. Louis, as well as those in Memphis, Tennessee, and Little Rock, Arkansas. Areas that won't see strong storms on Thursday could see heavy rain instead. A woman in Kentucky posted photos online of hail the size of baseballs on Wednesday . Day two of the extreme weather front is predicted to being predcited to bring an 'enhanced risk' of hail, damaging winds and tornadoes to 57 million people, said The Storm Prediction Center . Thursday's worst weather is predicted in an area that includes Chicago, Detroit and St. Louis, as well as those in Memphis, Tennessee, and Little Rock, Arkansas . Workers clear debris from Fish Pot Creek in Ballwin, Mo., on Wednesday, April 8, 2015, that was blocking a bridge: The blockage came after the storm on Tuesday causing the area around the bridge to flood . A parked car has a log jammed in to the wheelwell in Ballwin, Mo., after a storm caused flooding from Fish Pot Creek . The Ballwin Laundromat had more than a foot of water in it after the storm on Tuesday in Ballwin, Mo. Workers clear debris from Fish Pot Creek in Ballwin, Mo., on Wednesday that was blocking the bridge. The blockage came after the storm on Tuesday causing the area around the bridge to flood . A driver in a lifted four wheel drive truck negotiates the deep flood waters  after a severe thunderstorm and tornado warning passed through the northeast side of Monroe Count east of Bloomington, Ind. Pea and marble-sized hail: A supercell produced a tornado in Northwest Oklahoma and close to Medicine Lodge, Kansas, causing damaging winds, hail and funnels .","Band of extreme weather predicted to hit  an area including Chicago, Detroit and St. Louis, as well as Memphis, Tennessee, and Little Rock, Arkansas on Thursday .
Storm Prediction Center estimates that 57 million people live in an area with an 'enhanced risk' of hail, damaging winds and tornadoes .
Severe thunderstorms packing 80mph winds and large hail already made their way across central Missouri on Wednesday .
Areas that don't see strong storms on Thursday could see heavy rain instead .",,,,,,,,,,,,,,,,
89,30d677eb679d52fe11e5dd4deeb37c811f4a3bca,"Mobile phones and tablet computers are becoming dangerous distractions for parents who are supposed to be supervising their children, researchers claim. A study found youngsters were more likely to engage in risky behaviour when those looking after them were distracted – with texting or talking on the phone a common cause. Researchers observed randomly selected parents with children who looked between 18 months and five years old at playgrounds in New York. Children are more likely to engage in risky behaviour when those looking after them are distracted by texting or talking on the phone, the study showed (file picture) They measured factors such as the adult's level of engagement with the child and how distracted they seemed. The researchers also observed how often the child took risks such as jumping off moving swings or going down a slide head-first. Children whose carers were distracted were 'significantly' more likely to behave in this way. The researchers also observed how often the child took risks such as jumping off moving swings or going down a slide head-first and found children whose carers were distracted were 'significantly' more likely to behave in this way . Electronic devices such as mobile phones were responsible for 30 per cent of all parental distractions. Three children fell while the researchers were observing them although none was seriously hurt. Study author Ruth Milanaik, of Cohen Children's Medical Centre in New York, called on gadget-obsessed parents to keep a closer eye on their offspring, saying: 'Increased awareness of limiting electronic distractions and other activities that interfere with supervision should be considered.' A neuroscientist claims that modern technology such as computer tablets and mobile phones could be changing the way our brains work . Professor Susan Greenfield warned that unless people wake up to the damage that the gadget-filled, pharmaceutically-enhanced 21st century may be doing to our brains, we could be sleepwalking towards a future in which neuro-chip technology blurs the line between living and non-living machines, and between our bodies and the outside world. Electronic devices such as mobile phones and computer tablets could be anging the way our brains work, according to a neuroscientist . She said: 'One vital fact I have learnt is that the brain is not the unchanging organ that we might imagine. 'It not only goes on developing, changing and, in some tragic cases, eventually deteriorating with age, it is also substantially shaped by what we do to it and by the experience of daily life. When I say ""shaped"", I'm not talking figuratively or metaphorically; I'm talking literally. At a microcellular level, the infinitely complex network of nerve cells that make up the constituent parts of the brain actually change in response to certain experiences and stimuli.' The brain, in other words, is malleable - not just in early childhood but right up to early adulthood, and, in certain instances, beyond. The surrounding environment has a huge impact both on the way our brains develop and how that brain is transformed into a unique human mind. Of course, there's nothing new about that: human brains have been changing, adapting and developing in response to outside stimuli for centuries. But in the last century, development of new technologies has increased dramatically. 'This will affect our brains over the next 100 years in ways we might never have imagined,' she said. 'Our brains are under the influence of an ever- expanding world of new technology: multichannel television, video games, MP3 players, the internet, wireless networks, Bluetooth links - the list goes on and on. 'This games-driven generation interpret the world through screen-shaped eyes. It's almost as if something hasn't really happened until it's been posted on Facebook, Bebo or YouTube. 'We could be raising a hedonistic generation who live only in the thrill of the computer-generated moment, and are in distinct danger of detaching themselves from what the rest of us would consider the real world.' 'Electronic devices and pharmaceutical drugs all have an impact on the micro- cellular structure and complex biochemistry of our brains. And that, in turn, affects our personality, our behaviour and our characteristics. In short, the modern world could well be altering our human identity.'","Researchers observed random parents with children at NY playgrounds .
Phones and tablets were a dangerous distraction for parents, they claimed .
Kids with distracted carers were more likely to engage in risky behaviour .
This included jumping off moving swings or going head-first down slides .",,,,,,,,,,,,,,,,
2125,d996be0da10476a01b3019c76e8e21074d3d3585,"A restaurant manager has been branded the 'stingiest boss in Europe' for charging a mum 36p to heat up her baby's feeding bottle. Mum Gitte Denteneer asked staff at the Rubens eaterie in Leuven, Belgium, to warm up some milk for her two-month old son Lucca. But when she came to pay, she was stunned to find that 50 cents had been added onto the bill. Outrage: A restaurant manager has been branded the 'stingiest boss in Europe' for charging a mum 36p to heat up her baby's feeding bottle . She Tweeted a photo of the bill, which went viral and triggered outrage on the Twitter social media website. Ms Denteneer told Belgium's Het Laatste Nieuws daily: 'We were flabbergasted. This is a very mean gesture. 'I have never heard of a restaurant billing people for this service. I will not be going back.' Her total bill last Sunday lunchtime came to around £20, including an omlette, two cappuccinos and two caramel desserts. Stunned: Mum Gitte Denteneer took to Twitter to express her shock at the charged levied for the bottle-warming . A spokesman for the Horeca Vlaanderen restaurant chain, which owns the Rubens Cafe (pictured), said later 'this could only happen when a customer is explicitly told this service is charged for' Ms Denteneer wrote later on Twitter, along with an image of the bill: 'Euro 0.50 on the bill because you are warming up the bottle for your 2-month-old baby. £fail £caferubens £leuven.' Fellow users expressed astonishment at the boss's penny-pinching. One wrote: 'He is the meanest man in Europe.' Another quipped: 'How very petty. Hope the baby found it yummy.' A spokesman for the Horeca Vlaanderen restaurant chain, which owns the Rubens Cafe, said later: 'This could only happen when a customer is explicitly told this service is charged for. 'But in the vast majority of Horeca establishments, this service is free.'","Gitte Denteneer was stunned after getting the bill from Rubens in Leuven .
The Belgian cafe had charged her 50 cents for use of their electricity .
Ms Denteneer later took to Twitter to express her outrage at the charge .
Others on Twitter shared her anger and called the Rubens boss 'mean'",,,,,,,,,,,,,,,,
4817,2d2361504438ba2f7d88a4d377b3fd35813ec8bb,"An Irish rugby player suffered one of the most gruesome ear injuries you're likely to see while playing for Heriot's Rugby Club against the Barbarians. Injuries are a regular occurrence in rugby but it's doubtful that you're likely to see one quite as sickening as this. Davy McGregor was hurt after being caught by an opponent's hip or shorts - leaving a truly horrifying sight. Davy McGregor suffered the sickening injury to his ear while playing for Heriot's Racing Club . The former Ulster hooker took to Twitter to show off his battle scars but it's not for the feint-hearted. McGregor confirmed to Joe.ie that he was on his way to a plastic surgeon to try and salvage what was left of his ear. The Barbarians won the clash 97-31, which took place to celebrate the 125th anniversary of both sides being formed. The hooker's ear was left hanging off after playing against the Barbarians for their 125th anniversary .","WARNING GRAPHIC CONTENT .
Davy McGregor posted the gruesome ear injury on his Twitter page .
The Heriot's Racing Club hooker had been playing against the Barbarians .",,,,,,,,,,,,,,,,
